Rep1,Sharing,PercAccuracy,sentenceNumber
1,63,85,3
1,7,18,4
0,3,5,5
0,81,81,6
1,9,79,7
0,10,27,8
1,6,3,9
1,6,11,10
0,6,4,11
1,75,88,12
1,9,2,13
0,5,10,14
0,72,68,15
0,94,81,16
1,84,84,17
1,8,73,18
1,74,59,19
1,83,88,20
1,10,7,21
1,36,70,22
0,74,90,23
0,88,92,24
0,93,95,25
0,28,31,26
1,9,16,27
0,50,65,28
1,1,27,29
1,5,17,30
0,6,2,31
0,16,57,32
1,8,59,33
0,84,34,34
1,18,38,35
0,4,20,36
0,4,39,37
0,4,11,38
1,73,28,39
0,2,4,40
1,70,67,41
1,11,59,42
0,85,98,43
0,1,8,44
0,72,35,45
1,43,64,46
0,4,40,47
0,69,29,48
1,7,37,49
1,8,11,50
0,90,82,51
1,13,45,52
0,8,19,53
0,90,91,54
0,1,66,55
0,93,95,56
1,100,78,57
1,94,61,58
1,79,93,59
0,80,60,60
1,1,33,1
1,83,69,2
0,80,70,3
0,25,70,4
0,38,36,5
1,67,76,6
0,33,29,7
0,91,91,8
1,84,77,9
1,96,91,10
1,32,49,11
1,78,69,12
1,68,73,13
0,69,67,14
0,82,72,15
1,88,83,16
0,55,43,17
0,58,75,18
0,83,73,19
0,79,78,20
0,74,71,21
0,62,85,22
1,84,79,23
1,78,91,24
1,79,94,25
1,88,73,26
1,84,78,27
0,60,68,28
1,66,56,29
0,65,78,30
0,75,77,31
0,77,89,32
1,83,76,33
0,38,80,34
0,77,93,35
0,57,54,36
0,57,64,37
1,80,83,38
0,33,40,39
0,13,12,40
1,86,84,41
0,69,86,42
1,90,94,43
0,24,14,44
0,81,88,45
1,5,34,46
1,59,80,47
0,67,69,48
0,11,7,49
1,86,82,50
1,71,79,51
1,80,76,52
0,54,62,53
1,87,77,54
1,71,70,55
1,71,67,56
0,77,67,57
1,77,61,58
1,86,72,59
1,79,95,60
1,1,2,1
0,60,35,2
1,41,70,3
0,6,61,4
1,31,78,5
0,20,63,6
1,1,2,7
0,24,60,8
1,2,22,9
0,1,1,10
0,1,5,11
1,19,81,12
0,2,22,13
1,24,79,14
0,59,98,15
0,70,97,16
0,1,59,17
0,3,42,18
1,35,95,19
0,88,94,20
1,1,4,21
0,2,17,22
0,83,98,23
1,20,96,24
1,17,61,25
1,22,76,26
1,3,18,27
1,64,99,28
0,1,3,29
1,1,4,30
0,1,3,31
1,43,84,32
1,1,2,33
0,1,3,34
1,2,4,35
1,1,20,36
1,60,85,37
0,1,7,38
1,62,96,39
0,1,4,40
1,68,95,41
0,57,98,42
1,44,97,43
1,1,23,44
1,6,66,45
0,1,23,46
0,42,94,47
0,1,2,48
0,1,2,49
0,54,61,50
0,81,98,51
1,30,67,52
1,2,61,53
0,91,99,54
1,37,99,55
0,65,91,56
1,22,98,57
0,4,66,58
0,58,94,59
1,55,95,60
1,4,4,1
0,82,88,2
1,94,99,3
0,95,96,4
0,100,87,5
0,65,77,6
0,2,3,7
1,39,59,8
1,42,22,9
1,100,5,10
1,28,89,11
1,98,100,12
0,18,5,13
0,80,7,14
0,96,98,15
1,100,94,16
1,61,95,17
1,80,61,18
1,81,93,19
0,94,97,20
0,20,2,21
0,59,93,22
0,97,98,23
0,79,77,24
0,59,62,25
0,59,100,26
1,97,79,27
1,97,97,28
1,42,86,29
1,80,58,30
1,79,85,31
0,22,74,32
1,80,97,33
1,61,58,34
0,39,3,35
1,100,97,36
1,39,22,37
0,41,21,38
0,85,81,39
1,62,3,40
1,80,78,41
1,59,61,42
0,37,40,43
0,41,78,44
0,78,63,45
1,59,92,46
1,100,95,47
1,42,22,48
0,41,2,49
0,96,100,50
0,94,92,51
0,81,22,52
0,62,43,53
0,98,100,54
0,80,79,55
1,100,98,56
1,97,98,57
0,59,77,58
1,60,94,59
1,67,61,60
1,1,1,1
0,27,56,2
1,81,84,3
0,56,92,4
1,37,83,5
1,54,63,6
1,32,11,7
0,93,62,8
0,78,62,9
0,1,4,10
0,4,36,11
1,43,75,12
1,8,89,13
1,78,96,14
1,21,87,15
0,56,86,16
0,43,67,17
1,52,78,18
1,56,72,19
1,54,91,20
0,1,4,21
0,70,60,22
0,58,83,23
1,44,88,24
0,60,76,25
0,44,32,26
0,38,19,27
0,56,98,28
0,25,36,29
0,2,58,30
0,29,37,31
1,18,13,32
0,1,3,33
0,9,12,34
0,2,12,35
1,34,76,36
1,36,66,37
1,1,18,38
0,72,92,39
1,3,3,40
1,61,81,41
0,57,96,42
0,81,95,43
1,76,88,44
0,41,81,45
0,3,12,46
1,56,92,47
1,26,24,48
1,11,20,49
0,72,75,50
1,73,85,51
1,74,75,52
0,89,83,53
0,57,98,54
1,31,74,55
1,69,96,56
1,29,92,57
1,36,18,58
0,75,79,59
1,72,81,60
0,1,16,1
1,1,2,2
0,66,79,3
1,4,81,4
0,9,22,5
0,81,52,6
0,1,1,7
1,3,55,8
1,41,3,9
0,1,1,10
0,1,10,11
1,4,55,12
1,20,1,13
1,1,20,14
0,1,100,15
0,4,76,16
1,1,1,17
0,1,54,18
1,23,81,19
1,59,63,20
1,1,2,21
1,100,64,22
0,53,51,23
1,20,79,24
1,31,58,25
1,13,50,26
1,6,9,27
1,64,100,28
0,1,20,29
1,1,3,30
0,2,23,31
1,5,3,32
1,1,1,33
1,1,1,34
0,1,1,35
0,1,7,36
0,42,11,37
1,1,1,38
0,1,4,39
1,7,6,40
1,1,68,41
0,40,62,42
1,1,9,43
1,1,71,44
0,15,62,45
1,2,9,46
0,33,90,47
1,7,71,48
0,23,1,49
0,83,61,50
0,13,49,51
1,1,52,52
0,41,1,53
1,10,73,54
0,1,66,55
0,56,60,56
0,49,79,57
0,1,1,58
0,5,90,59
0,1,56,60
0,66,3,1
1,78,100,2
0,88,77,3
1,100,95,4
0,80,61,5
0,80,80,6
0,16,23,7
1,61,43,8
1,81,60,9
0,24,91,10
1,12,20,11
0,89,70,12
1,79,36,13
0,20,64,14
1,81,78,15
1,61,83,16
1,22,4,17
1,75,76,18
0,100,79,19
0,87,83,20
0,11,22,21
1,75,77,22
1,90,89,23
1,96,98,24
1,100,100,25
1,100,88,26
1,19,31,27
0,99,100,28
0,17,20,29
1,59,70,30
1,27,59,31
0,81,58,32
1,14,41,33
0,80,32,34
0,1,1,35
1,17,10,36
1,90,80,37
1,80,68,38
0,90,54,39
0,100,22,40
1,95,38,41
0,91,79,42
0,100,85,43
0,22,1,44
0,75,79,45
1,15,32,46
0,91,95,47
1,71,75,48
1,13,19,49
1,94,78,50
0,81,95,51
1,81,72,52
0,82,59,53
0,88,100,54
1,82,67,55
0,100,40,56
0,8,79,57
1,99,100,58
0,93,58,59
0,92,80,60
0,8,1,1
0,1,100,2
1,8,79,3
0,6,80,4
1,1,21,5
0,4,81,6
0,1,1,7
0,8,100,8
0,1,1,9
0,1,1,10
0,1,1,11
1,4,100,12
1,5,100,13
1,8,100,14
0,19,100,15
0,21,79,16
0,1,80,17
0,9,100,18
0,4,81,19
1,1,81,20
1,1,1,21
1,1,1,22
1,1,82,23
1,7,80,24
0,6,100,25
0,1,81,26
0,6,100,27
0,9,100,28
1,1,1,29
0,1,1,30
0,1,19,31
0,6,100,32
1,1,1,33
1,1,1,34
1,1,1,35
0,1,1,36
1,1,1,37
0,1,1,38
1,1,1,39
1,1,1,40
0,18,100,41
1,8,100,42
1,21,100,43
1,1,81,44
0,5,80,45
1,1,82,46
1,20,100,47
1,1,1,48
1,1,1,49
1,10,100,50
0,12,100,51
1,10,81,52
1,1,1,53
1,17,100,54
0,4,100,55
1,19,100,56
0,9,100,57
0,1,1,58
0,11,100,59
1,13,100,60
0,100,87,1
1,1,100,2
0,100,100,3
1,95,74,4
1,100,91,5
0,100,96,6
0,1,96,7
1,97,100,8
0,85,92,9
1,11,6,10
0,70,80,11
1,94,19,12
0,17,8,13
1,82,89,14
1,87,100,15
1,98,94,16
0,1,21,17
1,100,7,18
1,94,100,19
0,89,93,20
0,94,4,21
0,1,4,22
1,2,14,23
0,1,90,24
0,100,100,25
1,93,100,26
1,3,1,27
0,1,1,28
1,1,2,29
0,97,10,30
0,4,7,31
0,9,12,32
0,83,7,33
1,25,24,34
0,4,1,35
1,21,98,36
1,1,3,37
1,100,1,38
1,12,18,39
1,100,100,40
1,1,5,41
0,16,77,42
0,1,1,43
0,1,55,44
0,83,98,45
1,1,1,46
0,100,100,47
1,100,100,48
1,19,91,49
0,93,18,50
0,100,78,51
0,91,1,52
1,100,21,53
0,93,100,54
1,1,1,55
1,1,99,56
0,95,80,57
0,1,100,58
1,93,100,59
1,98,87,60
0,13,10,1
1,60,44,2
0,96,96,3
1,64,71,4
0,16,72,5
1,55,62,6
1,11,34,7
0,27,7,8
0,1,1,9
0,1,4,10
1,36,26,11
1,61,66,12
1,67,92,13
0,1,1,14
1,53,21,15
1,42,80,16
1,3,7,17
0,44,61,18
1,65,2,19
0,2,56,20
1,9,1,21
1,14,18,22
0,1,63,23
1,73,92,24
1,96,78,25
0,61,59,26
1,26,44,27
0,1,20,28
0,1,1,29
0,6,4,30
0,4,55,31
0,2,21,32
0,1,1,33
1,33,14,34
0,6,14,35
1,91,65,36
0,6,22,37
0,32,2,38
1,48,62,39
0,9,60,40
1,72,69,41
0,13,70,42
0,83,63,43
1,1,2,44
0,37,77,45
1,31,21,46
1,76,79,47
0,1,3,48
1,8,18,49
0,2,11,50
1,95,84,51
1,51,64,52
1,65,58,53
0,62,77,54
0,33,37,55
1,81,83,56
0,56,87,57
1,7,31,58
0,62,77,59
1,23,78,60
0,1,1,1
1,1,22,2
1,1,74,3
1,70,71,4
0,100,45,5
0,77,84,6
0,1,1,7
0,89,88,8
1,91,91,9
0,1,1,10
0,16,1,11
0,1,100,12
1,91,91,13
0,3,83,14
1,100,100,15
1,11,1,16
0,14,85,17
1,1,45,18
0,84,91,19
0,60,97,20
1,84,81,21
0,3,71,22
1,19,88,23
0,63,96,24
0,2,59,25
1,68,100,26
1,100,100,27
1,1,100,28
1,89,58,29
0,1,1,30
1,90,89,31
1,86,1,32
1,1,17,33
1,1,1,34
1,1,1,35
1,1,1,36
0,100,1,37
0,1,1,38
1,78,100,39
0,88,1,40
0,79,100,41
0,63,82,42
0,55,100,43
1,100,100,44
1,72,65,45
0,41,6,46
0,100,99,47
1,1,1,48
1,1,1,49
1,96,73,50
0,1,87,51
1,59,100,52
0,1,48,53
0,15,100,54
0,1,78,55
0,100,100,56
0,26,100,57
1,91,73,58
1,100,100,59
1,84,78,60
0,1,1,1
1,7,81,2
0,95,87,3
0,71,84,4
1,22,3,5
0,58,68,6
0,27,1,7
0,32,64,8
1,4,73,9
0,14,73,10
1,16,3,11
0,18,74,12
0,2,100,13
0,22,82,14
1,74,69,15
1,68,33,16
0,70,21,17
1,37,78,18
1,79,95,19
1,70,77,20
0,15,1,21
0,1,68,22
1,99,71,23
1,62,100,24
1,82,77,25
0,65,72,26
1,32,35,27
0,3,51,28
0,7,17,29
1,1,19,30
0,7,1,31
0,1,41,32
0,1,1,33
1,34,74,34
0,1,27,35
1,1,85,36
1,1,1,37
1,1,1,38
0,59,70,39
1,19,19,40
0,61,81,41
0,66,77,42
1,84,90,43
1,26,40,44
1,22,94,45
0,81,72,46
1,25,71,47
0,24,27,48
0,1,2,49
1,85,74,50
1,86,93,51
0,70,81,52
1,63,83,53
1,15,82,54
0,33,83,55
1,86,80,56
0,61,93,57
0,69,1,58
1,76,89,59
1,74,80,60
0,1,1,1
0,1,63,2
0,41,84,3
1,1,78,4
1,1,42,5
1,20,59,6
0,1,1,7
1,1,61,8
1,1,1,9
1,1,1,10
0,1,60,11
0,1,97,12
1,1,40,13
1,1,16,14
1,1,100,15
0,1,83,16
0,1,1,17
0,1,85,18
0,1,85,19
0,20,97,20
0,1,1,21
0,1,39,22
1,19,62,23
1,1,58,24
0,18,100,25
1,1,63,26
1,1,100,27
1,1,99,28
0,1,21,29
0,1,1,30
0,1,1,31
1,1,63,32
0,1,1,33
1,1,19,34
0,1,1,35
0,1,83,36
1,1,27,37
1,1,41,38
1,1,18,39
1,1,1,40
0,19,100,41
0,1,100,42
1,1,100,43
0,1,1,44
1,1,81,45
0,1,21,46
0,1,100,47
1,1,1,48
1,1,2,49
1,21,59,50
1,22,100,51
1,1,20,52
0,1,60,53
0,16,100,54
1,1,62,55
0,22,100,56
0,1,83,57
0,1,40,58
1,1,81,59
1,1,84,60
1,4,14,1
0,6,60,2
1,68,71,3
1,63,63,4
1,10,9,5
1,64,78,6
0,4,19,7
0,8,32,8
0,90,54,9
0,62,33,10
0,2,7,11
0,65,35,12
1,19,60,13
0,22,60,14
1,71,63,15
1,85,62,16
1,5,19,17
1,21,10,18
1,10,73,19
1,93,80,20
0,78,22,21
1,62,81,22
0,90,83,23
1,84,87,24
0,93,63,25
0,6,19,26
1,3,38,27
0,95,75,28
1,4,13,29
1,5,15,30
1,5,4,31
0,5,22,32
0,3,8,33
0,4,4,34
1,13,44,35
1,85,70,36
1,30,56,37
1,4,8,38
1,6,43,39
0,62,54,40
0,71,71,41
1,84,75,42
0,87,63,43
0,6,41,44
0,80,66,45
1,14,41,46
1,76,82,47
1,6,6,48
1,3,4,49
0,83,65,50
1,82,82,51
0,61,53,52
0,11,60,53
0,61,71,54
0,7,59,55
0,86,78,56
0,96,96,57
1,4,8,58
0,91,74,59
0,89,65,60
0,23,39,1
1,82,82,2
1,63,76,3
0,96,94,4
0,85,79,5
0,36,81,6
1,66,83,7
1,63,93,8
1,35,7,9
0,83,75,10
0,62,22,11
1,66,79,12
0,40,25,13
0,23,40,14
1,86,80,15
0,96,94,16
0,42,25,17
0,66,64,18
1,63,91,19
1,86,77,20
0,97,93,21
1,24,65,22
1,80,62,23
1,98,96,24
1,93,87,25
1,96,93,26
0,2,38,27
1,100,65,28
1,39,59,29
0,42,64,30
0,1,5,31
1,69,24,32
0,28,76,33
0,65,22,34
0,32,37,35
1,79,96,36
1,68,40,37
1,61,40,38
0,79,80,39
0,41,67,40
1,93,92,41
1,79,99,42
1,38,3,43
0,39,66,44
0,76,95,45
0,71,19,46
0,79,83,47
0,80,100,48
1,23,40,49
1,83,86,50
0,93,96,51
1,97,89,52
1,36,63,53
1,66,94,54
0,81,64,55
0,65,96,56
0,93,91,57
0,36,20,58
1,62,100,59
1,99,95,60
0,96,90,1
0,45,71,2
1,69,88,3
0,71,75,4
1,31,54,5
1,91,89,6
1,27,60,7
1,66,74,8
0,54,84,9
0,26,64,10
1,12,39,11
1,66,79,12
0,1,30,13
0,62,94,14
1,93,81,15
0,87,89,16
1,75,76,17
0,67,83,18
0,78,70,19
1,84,94,20
0,25,48,21
1,57,72,22
1,73,87,23
0,85,88,24
0,89,88,25
0,92,90,26
0,73,55,27
1,96,83,28
1,44,61,29
0,26,58,30
1,84,92,31
1,66,63,32
1,91,94,33
1,64,62,34
1,74,58,35
0,56,87,36
0,54,67,37
1,79,90,38
0,52,74,39
0,83,80,40
1,76,82,41
0,88,88,42
1,80,74,43
1,90,86,44
0,57,86,45
1,16,85,46
1,76,92,47
1,82,76,48
1,9,61,49
0,92,94,50
0,82,70,51
0,90,79,52
0,41,72,53
0,82,98,54
0,76,87,55
0,98,94,56
1,54,94,57
1,95,77,58
1,77,76,59
0,56,81,60
0,1,2,1
1,58,61,2
1,100,100,3
1,58,58,4
1,25,24,5
1,87,80,6
1,41,8,7
0,57,30,8
1,7,35,9
0,1,1,10
1,1,12,11
1,57,59,12
1,49,77,13
1,54,76,14
0,44,85,15
1,36,44,16
0,9,1,17
0,1,22,18
1,20,47,19
0,68,100,20
1,16,41,21
1,56,63,22
0,87,89,23
1,56,74,24
0,14,28,25
0,65,86,26
0,81,99,27
0,82,100,28
0,20,54,29
1,1,11,30
1,20,40,31
1,44,54,32
0,1,1,33
0,24,15,34
0,1,1,35
1,22,46,36
1,68,78,37
0,7,1,38
0,70,64,39
0,25,8,40
1,55,76,41
0,30,79,42
0,51,53,43
1,60,69,44
0,52,36,45
1,62,77,46
0,52,100,47
1,1,1,48
0,16,17,49
0,65,80,50
1,4,55,51
1,58,62,52
0,1,16,53
0,54,100,54
0,21,29,55
1,28,81,56
0,100,100,57
1,4,20,58
0,67,70,59
1,5,55,60
1,22,59,1
0,41,51,2
1,41,55,3
0,80,79,4
0,33,41,5
0,61,68,6
0,68,71,7
0,60,21,8
0,46,61,9
0,42,53,10
1,21,1,11
0,68,68,12
1,22,23,13
0,42,43,14
1,59,55,15
1,68,78,16
0,31,20,17
1,71,53,18
0,71,60,19
1,77,79,20
0,40,59,21
0,21,6,22
1,74,72,23
0,41,79,24
1,78,80,25
0,71,68,26
1,74,70,27
0,79,85,28
0,78,77,29
0,39,28,30
0,21,19,31
0,65,77,32
0,12,1,33
0,63,68,34
1,23,20,35
1,80,82,36
1,63,40,37
1,10,14,38
0,41,59,39
1,11,1,40
1,60,77,41
1,81,96,42
0,41,55,43
1,41,32,44
0,77,80,45
1,41,48,46
1,81,82,47
1,42,42,48
1,41,41,49
0,60,61,50
1,71,62,51
1,60,60,52
1,40,38,53
0,64,65,54
1,60,43,55
1,72,69,56
1,80,79,57
1,21,42,58
0,51,80,59
0,58,61,60
1,1,1,1
0,72,79,2
0,21,40,3
1,74,94,4
1,1,1,5
0,31,41,6
1,41,13,7
0,32,53,8
1,1,1,9
0,1,6,10
0,1,1,11
1,98,100,12
1,1,41,13
0,81,100,14
1,42,52,15
0,7,7,16
0,1,1,17
1,63,83,18
1,87,94,19
0,79,83,20
1,1,1,21
0,99,100,22
1,22,42,23
1,71,91,24
1,92,86,25
0,99,100,26
1,8,14,27
0,15,40,28
1,1,1,29
0,1,1,30
0,1,1,31
1,1,1,32
1,32,53,33
1,42,21,34
0,1,1,35
1,27,41,36
0,81,63,37
1,1,5,38
1,32,22,39
0,8,4,40
0,99,97,41
1,96,100,42
0,100,100,43
0,1,22,44
0,82,95,45
0,61,81,46
0,40,92,47
0,4,3,48
0,1,6,49
0,61,80,50
0,81,91,51
0,6,49,52
0,40,91,53
1,100,100,54
1,81,76,55
1,62,80,56
1,61,100,57
1,9,5,58
1,41,62,59
1,42,74,60
1,4,1,1
1,2,71,2
0,25,59,3
1,43,100,4
0,22,69,5
0,52,77,6
1,41,23,7
0,41,78,8
1,22,54,9
1,4,11,10
0,6,1,11
1,27,95,12
0,30,22,13
0,14,98,14
1,56,100,15
1,4,64,16
0,5,69,17
1,25,62,18
1,48,92,19
0,48,92,20
0,34,90,21
1,31,64,22
1,18,75,23
1,27,91,24
0,52,71,25
1,14,60,26
0,15,72,27
0,28,88,28
1,6,12,29
1,7,1,30
0,3,89,31
1,16,24,32
1,17,12,33
0,18,10,34
1,24,10,35
0,35,54,36
1,32,63,37
0,29,18,38
0,37,90,39
1,60,64,40
1,41,79,41
1,33,89,42
1,26,89,43
1,35,31,44
1,39,100,45
0,30,60,46
0,24,100,47
0,45,60,48
0,5,10,49
1,66,72,50
0,36,84,51
0,41,56,52
1,16,76,53
0,41,100,54
0,26,75,55
1,33,100,56
0,33,100,57
0,54,56,58
0,37,100,59
0,28,64,60
1,37,1,1
0,58,93,2
0,6,57,3
0,78,84,4
0,14,32,5
1,63,87,6
1,6,15,7
1,37,61,8
0,6,1,9
1,1,17,10
0,1,3,11
0,1,84,12
0,62,40,13
1,69,73,14
0,15,42,15
1,16,56,16
0,5,9,17
0,69,29,18
0,71,83,19
0,17,60,20
1,6,90,21
0,35,100,22
0,10,59,23
0,68,85,24
0,83,96,25
1,13,96,26
1,8,75,27
1,33,99,28
1,1,75,29
1,5,74,30
1,5,2,31
0,36,95,32
0,9,4,33
0,8,9,34
1,8,6,35
0,21,84,36
1,6,40,37
1,5,5,38
1,6,96,39
0,18,12,40
0,33,75,41
1,58,85,42
1,34,90,43
0,24,62,44
1,16,97,45
0,1,34,46
0,65,74,47
0,69,68,48
1,66,1,49
1,59,82,50
1,55,88,51
1,67,66,52
1,73,79,53
0,23,83,54
1,28,62,55
1,39,87,56
1,13,83,57
1,35,3,58
0,58,71,59
0,43,93,60
1,3,35,1
0,2,82,2
1,2,56,3
1,3,55,4
1,1,35,5
0,1,41,6
0,2,48,7
1,1,57,8
0,2,16,9
0,1,12,10
0,1,40,11
0,1,65,12
0,1,77,13
1,2,62,14
1,2,82,15
1,2,63,16
1,2,37,17
0,1,42,18
0,2,59,19
1,1,95,20
0,1,34,21
0,1,42,22
1,1,62,23
0,2,91,24
1,19,75,25
1,4,72,26
1,2,63,27
0,17,95,28
1,3,55,29
1,1,40,30
1,4,32,31
1,18,32,32
1,1,42,33
0,1,44,34
0,2,45,35
0,1,33,36
1,1,34,37
0,1,23,38
1,1,60,39
1,1,4,40
0,1,58,41
0,4,87,42
0,3,55,43
1,1,65,44
0,14,64,45
0,4,41,46
1,2,69,47
0,1,60,48
1,2,19,49
0,1,48,50
0,2,65,51
0,5,60,52
1,14,21,53
1,2,89,54
1,2,84,55
0,2,91,56
0,3,94,57
1,3,53,58
0,18,84,59
1,1,67,60
1,62,5,1
0,24,64,2
1,39,77,3
1,66,84,4
1,55,5,5
0,63,56,6
1,6,7,7
0,62,23,8
1,58,46,9
1,28,1,10
0,17,1,11
0,65,73,12
0,47,71,13
0,55,65,14
1,54,94,15
0,62,75,16
0,21,1,17
0,65,28,18
0,63,99,19
1,62,70,20
1,60,71,21
1,80,70,22
0,71,63,23
0,63,73,24
1,63,77,25
0,20,1,26
0,69,67,27
0,17,83,28
0,7,1,29
1,7,58,30
1,16,4,31
1,21,24,32
0,14,1,33
0,23,7,34
0,12,1,35
1,34,69,36
1,67,1,37
0,6,3,38
0,1,1,39
0,59,78,40
1,85,90,41
0,71,77,42
1,77,91,43
1,25,39,44
0,41,81,45
1,22,7,46
0,71,100,47
1,58,12,48
0,62,66,49
1,69,38,50
1,83,92,51
1,63,71,52
1,78,68,53
0,65,97,54
0,46,76,55
0,67,81,56
1,77,86,57
1,35,20,58
1,63,57,59
1,60,39,60
1,60,15,1
0,39,62,2
1,80,87,3
1,80,94,4
1,61,33,5
0,81,90,6
1,81,85,7
1,62,85,8
1,82,83,9
1,21,80,10
0,21,27,11
0,76,94,12
0,1,21,13
0,19,47,14
1,76,100,15
1,80,96,16
1,80,90,17
0,68,82,18
1,98,98,19
0,71,86,20
0,21,4,21
1,74,90,22
1,73,82,23
0,98,99,24
0,100,98,25
0,76,88,26
1,62,96,27
0,78,90,28
0,22,34,29
1,74,95,30
1,4,15,31
1,79,75,32
0,3,66,33
1,40,84,34
0,20,25,35
1,95,100,36
1,62,82,37
0,4,1,38
1,79,75,39
0,60,85,40
1,77,86,41
0,79,84,42
1,61,86,43
1,73,69,44
0,41,83,45
0,40,55,46
0,79,87,47
0,63,62,48
1,39,89,49
0,78,93,50
0,80,94,51
0,65,60,52
0,65,80,53
1,79,78,54
1,63,61,55
1,60,95,56
0,31,53,57
0,45,47,58
0,81,86,59
1,60,92,60
0,7,3,1
1,40,64,2
0,42,82,3
0,62,89,4
1,14,1,5
1,64,68,6
0,38,31,7
1,9,65,8
0,2,1,9
0,2,70,10
0,71,76,11
1,35,40,12
1,3,39,13
1,3,21,14
0,2,94,15
1,63,87,16
1,39,34,17
0,75,92,18
0,68,100,19
0,80,80,20
1,1,17,21
1,80,99,22
0,32,93,23
0,62,93,24
1,62,91,25
0,74,86,26
0,40,86,27
1,84,100,28
1,7,11,29
1,3,3,30
0,1,1,31
1,3,2,32
1,22,19,33
1,7,19,34
1,3,16,35
1,63,97,36
1,3,57,37
1,10,36,38
0,41,69,39
0,22,4,40
0,79,99,41
0,41,86,42
0,39,71,43
0,60,24,44
1,65,77,45
0,5,40,46
1,88,100,47
1,10,86,48
0,6,1,49
0,41,43,50
1,78,99,51
0,57,93,52
0,16,16,53
1,86,100,54
0,23,69,55
0,21,82,56
1,82,99,57
0,5,22,58
1,81,96,59
1,70,75,60
0,1,1,1
1,11,61,2
0,23,40,3
0,100,100,4
1,21,58,5
1,100,81,6
1,1,90,7
1,66,78,8
0,2,1,9
1,2,4,10
1,1,1,11
0,100,100,12
1,1,67,13
1,86,100,14
0,1,55,15
0,22,61,16
0,1,21,17
0,71,79,18
1,100,99,19
1,98,99,20
1,1,18,21
0,3,1,22
0,100,66,23
0,5,99,24
0,100,61,25
0,100,100,26
1,13,32,27
0,11,80,28
1,3,59,29
1,72,81,30
1,1,18,31
0,18,18,32
0,68,63,33
1,1,63,34
0,1,2,35
0,90,64,36
1,1,1,37
1,1,1,38
0,100,98,39
0,2,2,40
0,99,100,41
1,100,98,42
0,86,75,43
1,70,33,44
1,100,99,45
0,88,82,46
1,100,100,47
1,1,4,48
1,1,1,49
0,19,21,50
1,100,100,51
1,2,24,52
0,1,40,53
0,100,99,54
0,30,25,55
1,100,100,56
0,1,98,57
0,91,63,58
1,62,86,59
1,91,24,60
1,1,2,1
1,86,57,2
1,93,82,3
0,65,69,4
0,24,56,5
1,72,66,6
1,16,37,7
0,23,42,8
0,33,60,9
0,1,3,10
0,5,4,11
1,91,94,12
0,10,43,13
0,85,94,14
1,89,95,15
0,57,74,16
1,3,4,17
0,22,6,18
0,34,66,19
0,89,68,20
0,1,21,21
1,7,39,22
0,94,69,23
1,58,81,24
1,58,79,25
1,93,70,26
1,10,36,27
0,86,93,28
1,10,36,29
0,1,7,30
0,3,2,31
1,30,34,32
0,2,2,33
1,2,20,34
0,3,3,35
0,12,42,36
0,8,57,37
1,21,40,38
1,70,67,39
1,10,39,40
1,52,59,41
0,97,97,42
1,91,85,43
0,4,2,44
1,64,57,45
0,21,35,46
0,89,75,47
1,29,40,48
1,22,16,49
1,56,68,50
1,88,88,51
1,26,67,52
0,12,42,53
0,95,95,54
1,97,91,55
1,94,94,56
1,83,68,57
0,3,37,58
0,61,71,59
0,41,41,60
1,1,1,1
1,69,76,2
0,21,81,3
0,65,54,4
0,1,7,5
0,73,71,6
1,1,1,7
1,77,75,8
1,1,12,9
0,1,30,10
1,1,1,11
1,64,70,12
1,1,28,13
0,27,34,14
0,19,91,15
0,86,78,16
0,15,45,17
1,71,67,18
1,63,77,19
0,96,90,20
1,1,8,21
1,4,19,22
0,85,84,23
1,88,92,24
1,67,69,25
1,58,85,26
1,3,1,27
1,2,68,28
1,3,32,29
0,1,44,30
0,1,1,31
1,38,39,32
0,1,14,33
1,81,35,34
1,7,34,35
1,59,60,36
1,1,1,37
1,1,1,38
0,83,62,39
0,1,1,40
0,72,71,41
1,58,67,42
0,94,100,43
1,58,78,44
0,4,14,45
0,1,29,46
1,80,71,47
0,2,1,48
1,1,25,49
0,66,41,50
0,99,100,51
1,77,55,52
0,80,80,53
0,100,100,54
0,63,61,55
1,81,55,56
0,26,100,57
0,80,15,58
0,95,63,59
0,81,82,60
0,22,1,1
1,100,100,2
1,100,66,3
1,59,54,4
0,45,50,5
0,55,56,6
0,16,11,7
0,19,31,8
0,1,1,9
0,1,30,10
0,1,1,11
1,60,91,12
1,41,50,13
1,100,100,14
0,41,50,15
0,26,53,16
1,1,36,17
1,44,34,18
0,51,63,19
0,79,73,20
0,1,35,21
1,1,14,22
1,59,54,23
1,56,70,24
0,61,42,25
0,1,57,26
1,100,66,27
1,80,87,28
1,1,1,29
0,1,31,30
0,1,5,31
0,44,14,32
0,1,6,33
1,1,2,34
0,46,36,35
0,45,38,36
1,41,33,37
1,42,58,38
0,37,55,39
1,40,34,40
1,77,57,41
1,78,100,42
1,58,75,43
0,53,55,44
1,78,57,45
1,55,64,46
1,76,98,47
0,35,20,48
0,35,37,49
1,78,72,50
1,60,56,51
0,70,67,52
0,1,1,53
1,100,67,54
1,100,50,55
0,100,100,56
0,66,71,57
0,38,53,58
1,97,59,59
1,79,90,60
0,70,57,1
0,71,64,2
1,79,83,3
0,98,100,4
0,80,77,5
0,78,64,6
0,78,57,7
1,73,72,8
